product,product_group,product_type,franchise,gender,margin,yearly_targets,daily_targets,country,channel,rrp,sales_qty,discount,sales,cost price,profit,date,image_url
Product DM6GW,Group C,Type Z,Franchise A,M,0.1,100000,273.9726027,Country B,Channel Z,10,310,0.05,3070,518.1818182,51.81818182,02-05-2022,http://assets.myntassets.com/assets/images/45234/2018/3/7/11520426745224-CASIO-Youth-Combination-Men-Black-Dial-Analogue--Digital-Watch-AD84-401520426745020-1.jpg
Product JF31P,Group A,Type Y,Franchise B,M,0.1,200000,547.9452055,Country B,Channel Z,10,290,0.15,2840,309.0909091,30.90909091,30-10-2022,http://assets.myntassets.com/v1/images/style/properties/4776817f56bea41a6d28f86e0c7d75ab_images.jpg
Product O4U24,Group C,Type Y,Franchise B,M,0.3,100000,273.9726027,Country A,Channel Z,30,281,0.05,3383.5,679.6153846,203.8846154,10-03-2022,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Watch_80a4edaa569f0c86740fd9b7267228b1_images.jpg
Product 69OHL,Group B,Type Z,Franchise A,M,0.1,300000,821.9178082,Country B,Channel X,30,297,0.15,3698.5,1089.545455,108.9545455,13-08-2022,http://assets.myntassets.com/v1/images/style/properties/29221396d6131a17c835c0348483b54c_images.jpg
Product QQLM5,Group B,Type X,Franchise A,M,0.2,100000,273.9726027,Country C,Channel Y,30,329,0.05,4751.5,1876.25,375.25,07-12-2022,http://assets.myntassets.com/v1/images/style/properties/f49e87ba6c03e16135b2e79da78dc5b8_images.jpg
Product 1FHP0,Group A,Type Z,Franchise B,M,0.2,200000,547.9452055,Country C,Channel X,20,283,0.05,3127,522.5,104.5,28-06-2022,http://assets.myntassets.com/v1/images/style/properties/7a062f6dae212c34535b4180d5b31185_images.jpg
Product ZSO01,Group C,Type Z,Franchise A,M,0.2,300000,821.9178082,Country A,Channel Z,20,293,0.1,3274,645,129,30-09-2022,http://assets.myntassets.com/v1/images/style/properties/b6e0c18ec68cef8f678044abcb9da69f_images.jpg
Product RURD8,Group B,Type X,Franchise B,M,0.2,300000,821.9178082,Country C,Channel Y,20,268,0.05,2842,285,57,11-01-2022,http://assets.myntassets.com/v1/images/style/properties/1559631f6b62a3c8578c7fe739ac5082_images.jpg
Product QT0X0,Group A,Type X,Franchise C,M,0.2,300000,821.9178082,Country A,Channel Y,10,316,0.05,3127,522.5,104.5,03-05-2022,http://assets.myntassets.com/v1/images/style/properties/Femella-Flower-Pendant-Necklace_4720118393e2a05854d3c96c19d01021_images.jpg
Product AIAEQ,Group C,Type X,Franchise A,M,0.3,200000,547.9452055,Country B,Channel X,20,298,0.1,3364,664.6153846,199.3846154,14-07-2022,http://assets.myntassets.com/v1/images/style/properties/dff99a8afedb412ab32a007c6e865dbe_images.jpg
Product HKVLZ,Group B,Type Z,Franchise B,M,0.1,300000,821.9178082,Country A,Channel X,30,288,0.15,3469,880.9090909,88.09090909,09-05-2022,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Woman-Black-Handbag_6c859bd4fb5a778e0783a6cb9ec1f474_images.jpg
Product KXQUF,Group B,Type Z,Franchise C,M,0.1,200000,547.9452055,Country A,Channel Z,20,331,0.1,3958,1325.454545,132.5454545,04-06-2022,http://assets.myntassets.com/v1/images/style/properties/846496c5ca5f29c3bc6414c4f050db52_images.jpg
Product WJNZR,Group A,Type Y,Franchise A,M,0.1,100000,273.9726027,Country B,Channel X,10,325,0.05,3212.5,647.7272727,64.77272727,25-11-2022,http://assets.myntassets.com/v1/images/style/properties/Myntra-Men-Yellow-Check-Shirt_bb2ba5acfcbe2309809c595439db7d75_images.jpg
Product XYTSK,Group C,Type X,Franchise B,M,0.2,300000,821.9178082,Country B,Channel X,30,304,0.15,3877,1147.5,229.5,21-12-2022,http://assets.myntassets.com/v1/images/style/properties/c8301cac800ab5198ef158971d74f96e_images.jpg
Product BXTKZ,Group B,Type X,Franchise A,M,0.1,300000,821.9178082,Country B,Channel Y,10,312,0.05,3089,535.4545455,53.54545455,05-04-2022,http://assets.myntassets.com/v1/images/style/properties/139e4ecbd8fc116fd275528d755d55bf_images.jpg
Product 7GVP8,Group B,Type Y,Franchise A,M,0.2,100000,273.9726027,Country B,Channel Z,10,302,0.15,2942,368.3333333,73.66666667,22-06-2022,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Grey-Sweatshirt_719624eefacbe6c8ade6889b58262e63_images.jpg
Product Z93DW,Group A,Type Z,Franchise B,M,0.3,200000,547.9452055,Country B,Channel Z,30,254,0.15,2602,78.46153846,23.53846154,09-05-2022,http://assets.myntassets.com/v1/images/style/properties/c545a6cf4591c54228e1bac68234c148_images.jpg
Product Z3VGA,Group B,Type X,Franchise C,M,0.2,100000,273.9726027,Country B,Channel X,30,334,0.1,4768,1890,378,13-10-2022,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Black-Sandals_f19a083c3db3802c690af0d3e2b6cbfd_images.jpg
Product 9O1XO,Group C,Type X,Franchise C,M,0.3,200000,547.9452055,Country B,Channel X,20,337,0.05,4153,1271.538462,381.4615385,24-03-2022,http://assets.myntassets.com/v1/images/style/properties/c3742c23dfcca9a2de8ef165e723cc6b_images.jpg
Product 04UJ1,Group B,Type Z,Franchise B,M,0.3,200000,547.9452055,Country A,Channel X,30,269,0.05,3041.5,416.5384615,124.9615385,24-12-2022,http://assets.myntassets.com/v1/images/style/properties/4272c424a1643150c8fe3ec6ac4174bb_images.jpg
Product OLVC0,Group B,Type Y,Franchise C,M,0.1,300000,821.9178082,Country A,Channel Y,10,281,0.1,2779,253.6363636,25.36363636,13-11-2022,http://assets.myntassets.com/v1/image/style/properties/55294/Lakme-Absolute-Beigeshine-Plump--Shine-Lip-Gloss_1_dbc955438f6793ec38116841d7b61a05.jpg
Product F36GW,Group C,Type Y,Franchise C,M,0.1,100000,273.9726027,Country B,Channel X,20,257,0.05,2633,120.9090909,12.09090909,07-06-2022,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-3-Pair-Of-Socks_0820e18c11a5760f252b95d8a7baa37e_images.jpg
Product GZ8KZ,Group B,Type Y,Franchise A,M,0.2,100000,273.9726027,Country B,Channel Z,20,337,0.15,3979,1232.5,246.5,30-03-2022,http://assets.myntassets.com/v1/images/style/properties/6afd5f6576cb3f66b170b56fcd248eaf_images.jpg
Product 5RQTG,Group C,Type Y,Franchise C,M,0.1,100000,273.9726027,Country A,Channel Y,20,286,0.1,3148,589.0909091,58.90909091,06-11-2022,http://assets.myntassets.com/v1/images/style/properties/fb545a86912235fbd568a93f7fb3f12d_images.jpg
Product UO5VM,Group B,Type Z,Franchise B,M,0.1,200000,547.9452055,Country C,Channel Y,30,267,0.05,2984.5,440.4545455,44.04545455,25-04-2022,http://assets.myntassets.com/v1/images/style/properties/5a46bdd083595c4194ee8c30a515b95f_images.jpg
Product PCCNQ,Group C,Type X,Franchise A,M,0.2,300000,821.9178082,Country C,Channel Y,30,255,0.05,2642.5,118.75,23.75,26-07-2022,http://assets.myntassets.com/v1/images/style/properties/841e104a498031744713bc5d90667bfc_images.jpg
Product LTU0G,Group C,Type Z,Franchise B,M,0.3,200000,547.9452055,Country B,Channel X,10,285,0.05,2832.5,255.7692308,76.73076923,03-11-2022,http://assets.myntassets.com/v1/images/style/properties/962992b88bfef9dfb27a2104f957aee6_images.jpg
Product UBPXK,Group C,Type Y,Franchise C,M,0.1,200000,547.9452055,Country B,Channel Y,30,258,0.15,2704,185.4545455,18.54545455,02-06-2022,http://assets.myntassets.com/v1/images/style/properties/69d7f1f304bfb93b0389d6ec08d9ca55_images.jpg
Product 4AA8J,Group B,Type Y,Franchise C,M,0.3,300000,821.9178082,Country A,Channel Z,20,308,0.05,3602,847.6923077,254.3076923,10-05-2022,http://assets.myntassets.com/v1/images/style/properties/240e2e57dca027e10ab4815680e4b55f_images.jpg
Product QPV3J,Group B,Type Y,Franchise A,M,0.3,200000,547.9452055,Country A,Channel X,30,313,0.1,4201,1308.461538,392.5384615,19-04-2022,http://assets.myntassets.com/v1/images/style/properties/4e64d8479b75b74e0e6e26c4bbf82a24_images.jpg
Product J3ESD,Group B,Type X,Franchise B,M,0.1,100000,273.9726027,Country B,Channel X,10,316,0.15,3061,510,51,04-03-2022,http://assets.myntassets.com/v1/images/style/properties/266a1f4e0c4148415bf09dc1f2b6fc87_images.jpg
Product M1WXB,Group C,Type Y,Franchise C,M,0.1,100000,273.9726027,Country A,Channel X,20,266,0.05,2804,276.3636364,27.63636364,10-07-2022,http://assets.myntassets.com/v1/images/style/properties/2d5432705c58384093195f811d8bea9d_images.jpg
Product 2RLXQ,Group A,Type X,Franchise C,M,0.1,100000,273.9726027,Country B,Channel X,10,318,0.05,3146,587.2727273,58.72727273,06-07-2022,http://assets.myntassets.com/v1/images/style/properties/1ca821a0a4ee9bfa30b0995fe8d1dc78_images.jpg
Product UPP80,Group B,Type Y,Franchise B,M,0.1,100000,273.9726027,Country A,Channel Z,20,301,0.05,3469,880.9090909,88.09090909,19-04-2022,http://assets.myntassets.com/v1/images/style/properties/3f28a4ea8ce06998e2db411f451df4f9_images.jpg
Product 49JUY,Group C,Type Z,Franchise C,M,0.3,300000,821.9178082,Country A,Channel Y,30,257,0.15,2678.5,137.3076923,41.19230769,19-02-2022,http://assets.myntassets.com/v1/images/style/properties/057b2b93e3c1a299ebc79765b03e7b9a_images.jpg
Product 532ZN,Group A,Type Y,Franchise B,M,0.2,100000,273.9726027,Country C,Channel Z,20,279,0.15,2993,410.8333333,82.16666667,25-10-2022,http://assets.myntassets.com/v1/images/style/properties/d622aefc74c609ec959af1afbae19311_images.jpg
Product MCHA7,Group A,Type Z,Franchise B,M,0.2,100000,273.9726027,Country B,Channel Y,20,291,0.15,3197,580.8333333,116.1666667,13-03-2022,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_13e5c266f4cd8c1cb2cfe150b0567bc1_images.jpg
Product HSFJ3,Group C,Type Z,Franchise B,M,0.2,200000,547.9452055,Country B,Channel Y,10,341,0.05,3364.5,720.4166667,144.0833333,28-02-2022,http://assets.myntassets.com/v1/images/style/properties/a67b7cbe909ff888ce49009ea8f00cda_images.jpg
Product BGD7A,Group B,Type Y,Franchise C,M,0.3,200000,547.9452055,Country A,Channel Z,20,267,0.1,2806,235.3846154,70.61538462,02-12-2022,http://assets.myntassets.com/v1/images/style/properties/62521670a4b3a61b5b7f8bcb24c6ffe6_images.jpg
Product A6HWT,Group C,Type Z,Franchise C,M,0.3,100000,273.9726027,Country B,Channel Y,10,266,0.05,2652,116.9230769,35.07692308,11-04-2022,http://assets.myntassets.com/v1/images/style/properties/349e9cdd07258c3f4254065dcad69c3e_images.jpg
Product XA9ID,Group B,Type Z,Franchise C,M,0.1,200000,547.9452055,Country C,Channel Y,30,272,0.1,3094,540,54,05-07-2022,http://assets.myntassets.com/v1/images/style/properties/c83107a94b6e70bd13a0d705e3bab826_images.jpg
Product VI3V1,Group C,Type Y,Franchise A,M,0.3,100000,273.9726027,Country C,Channel Y,10,344,0.15,3299,614.6153846,184.3846154,13-10-2022,http://assets.myntassets.com/v1/images/style/properties/db58e608dad2c712e97b28c879670c51_images.jpg
Product TM0K5,Group A,Type Y,Franchise B,M,0.2,200000,547.9452055,Country C,Channel Z,30,269,0.15,2984.5,403.75,80.75,26-04-2022,http://assets.myntassets.com/v1/images/style/properties/GAS-Men-Brown-Savana-Sandals_9f858aea5701fd4ea8b5aa550e9c4cf7_images.jpg
Product JYHVZ,Group B,Type X,Franchise A,M,0.2,300000,821.9178082,Country B,Channel Y,20,303,0.15,3401,750.8333333,150.1666667,10-10-2022,http://assets.myntassets.com/v1/images/style/properties/e8d2cef685cbea11fdc27e1b9d3c59a8_images.jpg
Product FGIQH,Group B,Type Y,Franchise A,M,0.2,200000,547.9452055,Country C,Channel Y,10,271,0.1,2689,157.5,31.5,10-08-2022,http://assets.myntassets.com/v1/images/style/properties/ec0c5925ee7281c4e033456b22273ab8_images.jpg
Product 6WHCR,Group A,Type X,Franchise C,M,0.2,100000,273.9726027,Country B,Channel Z,20,257,0.15,2619,99.16666667,19.83333333,04-06-2022,http://assets.myntassets.com/v1/images/style/properties/ccd19f86130bca542d0333279aacbcc1_images.jpg
Product W56LR,Group A,Type X,Franchise A,M,0.3,200000,547.9452055,Country B,Channel Z,20,271,0.15,2857,274.6153846,82.38461538,24-08-2022,http://assets.myntassets.com/v1/images/style/properties/c3a178cd44635015b283b38f4c565859_images.jpg
Product UTASN,Group C,Type X,Franchise B,M,0.3,100000,273.9726027,Country C,Channel Y,10,330,0.05,3260,584.6153846,175.3846154,22-04-2022,http://assets.myntassets.com/v1/image/style/properties/55409/Revlon-ColorStay-Overtime-Everlasting-Rum-Lipcolor-370_1_408881af810a58f9613f730869ac574f.jpg
Product ED5UW,Group C,Type Y,Franchise C,M,0.2,200000,547.9452055,Country C,Channel Y,30,282,0.15,3316,680,136,28-06-2022,http://assets.myntassets.com/v1/images/style/properties/1b785de656d1888c3166afd572d06564_images.jpg
Product 0FRHX,Group B,Type X,Franchise A,M,0.2,100000,273.9726027,Country B,Channel X,20,287,0.1,3166,555,111,06-08-2022,http://assets.myntassets.com/v1/images/style/properties/84bf228661684f6d4c4912d2ed8acee5_images.jpg
Product 2J5Y0,Group B,Type X,Franchise A,M,0.2,100000,273.9726027,Country C,Channel Z,30,282,0.05,3412,760,152,30-03-2022,http://assets.myntassets.com/v1/images/style/properties/7918b015029fad3d8108d7f07a5867e2_images.jpg
Product AHY23,Group C,Type X,Franchise B,M,0.3,200000,547.9452055,Country C,Channel X,30,251,0.15,2525.5,19.61538462,5.884615385,23-04-2022,http://assets.myntassets.com/v1/images/style/properties/a490f73adc894bbaf0f24a8796b33722_images.jpg
Product Q9ETM,Group A,Type Y,Franchise B,M,0.2,200000,547.9452055,Country C,Channel X,20,337,0.1,4066,1305,261,12-01-2022,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_cb5ed45123195893a2c6b0ffe649f803_images.jpg
Product XJ4OO,Group B,Type X,Franchise B,M,0.1,300000,821.9178082,Country C,Channel X,30,312,0.15,4081,1437.272727,143.7272727,04-10-2022,http://assets.myntassets.com/v1/images/style/properties/8a6a6a780165d16b0371e34f63f6b23f_images.jpg
Product 86YH0,Group C,Type Y,Franchise A,M,0.2,200000,547.9452055,Country A,Channel X,20,300,0.15,3350,708.3333333,141.6666667,04-01-2022,http://assets.myntassets.com/v1/images/style/properties/df3ab35368605378640121f838901e2d_images.jpg
Product EYJ7W,Group C,Type X,Franchise B,M,0.1,300000,821.9178082,Country B,Channel X,10,320,0.1,3130,572.7272727,57.27272727,10-09-2022,http://assets.myntassets.com/v1/images/style/properties/Bulchee-Men-Brown-And-Black-Reversible-Belte8a9008ef6c72e3ffc9757acd65a7a96_images.jpg
Product 8PFEJ,Group A,Type Z,Franchise C,M,0.1,300000,821.9178082,Country C,Channel X,20,254,0.15,2568,61.81818182,6.181818182,29-08-2022,http://assets.myntassets.com/v1/images/style/properties/721c5675ac5e1e58e2b864aa122c12df_images.jpg
Product D8QWD,Group C,Type Z,Franchise B,M,0.1,100000,273.9726027,Country C,Channel Y,30,327,0.15,4463.5,1785,178.5,18-08-2022,http://assets.myntassets.com/v1/images/style/properties/e7f253d66898532fa557862229206008_images.jpg
Product D64VM,Group C,Type X,Franchise C,M,0.1,100000,273.9726027,Country B,Channel X,30,316,0.15,4183,1530,153,10-12-2022,http://assets.myntassets.com/v1/images/style/properties/6e61b750f76a4dccfc376634ecfacb49_images.jpg
Product XNYNS,Group C,Type Y,Franchise A,M,0.2,100000,273.9726027,Country C,Channel X,30,256,0.05,2671,142.5,28.5,13-01-2022,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_4edd2222d3ec20af9c474d1bafd87065_images.jpg
Product DV84X,Group C,Type X,Franchise A,M,0.3,200000,547.9452055,Country B,Channel Z,20,292,0.1,3256,581.5384615,174.4615385,04-03-2022,http://assets.myntassets.com/v1/images/style/properties/3f4c47753110a3f6c093e6bc3e4123df_images.jpg
Product WICO6,Group C,Type X,Franchise A,M,0.2,200000,547.9452055,Country C,Channel Y,20,273,0.1,2914,345,69,05-02-2022,http://assets.myntassets.com/v1/images/style/properties/fc46e80450a58114f02060a2cbbca0aa_images.jpg
Product Z5KDR,Group C,Type X,Franchise A,M,0.1,100000,273.9726027,Country B,Channel X,30,302,0.15,3826,1205.454545,120.5454545,22-06-2022,http://assets.myntassets.com/v1/images/style/properties/8007457d59b1d3ca33c27f047c1d5cf5_images.jpg
Product DFJON,Group A,Type X,Franchise C,M,0.1,300000,821.9178082,Country B,Channel Y,20,290,0.05,3260,690.9090909,69.09090909,06-02-2022,http://assets.myntassets.com/v1/images/style/properties/c169a640c55a80e6cbb47715731ee529_images.jpg
Product SGB4X,Group C,Type X,Franchise A,M,0.2,300000,821.9178082,Country A,Channel Y,10,285,0.1,2815,262.5,52.5,07-05-2022,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Red-Sandals_2d74cdc7ea790cb6927acda0bacdb7cd_images.jpg
Product TC8B6,Group C,Type Z,Franchise C,M,0.2,300000,821.9178082,Country B,Channel Y,20,252,0.15,2534,28.33333333,5.666666667,03-04-2022,http://assets.myntassets.com/v1/images/style/properties/00534387c770449ff59eec3522f0ad55_images.jpg
Product L26IG,Group B,Type Y,Franchise C,M,0.2,100000,273.9726027,Country B,Channel Y,10,321,0.1,3139,532.5,106.5,09-12-2022,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Formal-Shoes_cae81cf723ab38cd1a0921981bba2a05_images.jpg
Product 85QJW,Group C,Type Y,Franchise B,M,0.3,100000,273.9726027,Country C,Channel Z,10,268,0.05,2671,131.5384615,39.46153846,22-06-2022,http://assets.myntassets.com/v1/images/style/properties/da1db8f5cb461e5eb02172804792e598_images.jpg
Product B4FM5,Group C,Type Z,Franchise B,M,0.1,300000,821.9178082,Country B,Channel Z,20,347,0.15,4149,1499.090909,149.9090909,22-03-2022,http://assets.myntassets.com/v1/images/style/properties/568717bc99b48dce185ae1455acbb2a8_images.jpg
Product DHZJF,Group B,Type X,Franchise B,M,0.3,100000,273.9726027,Country A,Channel Z,10,262,0.15,2602,78.46153846,23.53846154,19-02-2022,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Maroon-Tie_54222351a953a18437bead184f6d7257_images.jpg
Product NKPOX,Group A,Type Z,Franchise A,M,0.2,100000,273.9726027,Country C,Channel Z,20,256,0.05,2614,95,19,02-07-2022,http://assets.myntassets.com/v1/images/style/properties/331a0cf4f78ef57aab8d3ff662be89f4_images.jpg
Product VRK3U,Group A,Type X,Franchise C,M,0.2,300000,821.9178082,Country B,Channel Y,20,265,0.1,2770,225,45,07-11-2022,http://assets.myntassets.com/v1/images/style/properties/89f6d664a27c88ebf7d6fc3498875fb9_images.jpg
Product 9TP1T,Group B,Type Z,Franchise B,M,0.3,300000,821.9178082,Country B,Channel X,10,320,0.1,3130,484.6153846,145.3846154,31-01-2022,http://assets.myntassets.com/v1/images/style/properties/f2b68e6b400d4610c64eea0c9fbacff0_images.jpg
Product YF478,Group B,Type X,Franchise C,M,0.1,200000,547.9452055,Country B,Channel X,20,285,0.1,3130,572.7272727,57.27272727,09-07-2022,http://assets.myntassets.com/v1/images/style/properties/ecd082297c7abcaf678640399971f9f4_images.jpg
Product 8PVX6,Group B,Type X,Franchise C,M,0.2,300000,821.9178082,Country B,Channel X,10,258,0.1,2572,60,12,08-07-2022,http://assets.myntassets.com/v1/images/style/properties/2a57caad1f2516c509b5fffd9345f75b_images.jpg
Product 2MLH7,Group C,Type Z,Franchise C,M,0.3,300000,821.9178082,Country B,Channel Y,20,298,0.1,3364,664.6153846,199.3846154,15-09-2022,http://assets.myntassets.com/v1/images/style/properties/fdfe7b886fa93c94056e1e4d9f1715f8_images.jpg
Product 9NE9H,Group B,Type X,Franchise B,M,0.2,300000,821.9178082,Country A,Channel Z,30,278,0.1,3256,630,126,05-07-2022,http://assets.myntassets.com/v1/images/style/properties/10650514cba9d449389e53d4ef7a9bc1_images.jpg
Product FCY2X,Group B,Type Z,Franchise A,M,0.1,100000,273.9726027,Country B,Channel X,30,341,0.15,4820.5,2109.545455,210.9545455,15-11-2022,http://assets.myntassets.com/v1/images/style/properties/49cea6675f8ddb67313483da2c90a31f_images.jpg
Product 1CDF0,Group B,Type Y,Franchise A,M,0.1,100000,273.9726027,Country C,Channel Y,20,324,0.15,3758,1143.636364,114.3636364,28-08-2022,http://assets.myntassets.com/v1/images/style/properties/bd6725e2c7d4a9bc9cd9a6131a7e1a1b_images.jpg
Product BNU3J,Group A,Type Y,Franchise C,M,0.3,200000,547.9452055,Country A,Channel Y,20,264,0.1,2752,193.8461538,58.15384615,23-04-2022,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Red-Kurta_d8a4e8f18a2c0d64be2fef5099f5021d_images.jpg
Product 1BJ9E,Group C,Type X,Franchise B,M,0.2,200000,547.9452055,Country C,Channel X,30,347,0.1,5119,2182.5,436.5,16-09-2022,http://assets.myntassets.com/v1/images/style/properties/ea79db1627c8c3d8958f82340efa64e9_images.jpg
